ref_no,pmid,doi,year,topic,section,subtopic,n_citations,ms_pages,citation,url,claim
257,22508812,,2012,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy,,1,157,"von Minckwitz G, Untch M, Blohmer JU, et al. Definition and impact of pathologic complete response on prognosis after neoadjuvant chemotherapy in various intrinsic breast cancer subtypes. J Clin Oncol 2012;30:1796-1804.",https://www.ncbi.nlm.nih.gov/pubmed/22508812,"The correlation between pathologic response and long-term outcomes in patients with early-stage breast cancer is strongest for patients with triple-negative breast cancer, less so for HER2-positive disease, and least for hormone-positive disease."
258,30242578,,2019,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,,2,158,"Iwata H, Masuda N, Yamamoto Y, et al. Validation of the 21-gene test as a predictor of clinical response to neoadjuvant hormonal therapy for ER+, HER2-negative breast cancer: the TransNEOS study. Breast Cancer Res Treat 2019;173:123-133.",https://www.ncbi.nlm.nih.gov/pubmed/30242578,Those whose tumors had a Recurrence Score between 0-17 were significantly more likely to respond to preoperative letrozole compared with Recurrence Score of 31-100.
259,30542840,,2019,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,,2,158,"Pease AM, Riba LA, Gruner RA, et al. Oncotype DX((R)) Recurrence Score as a Predictor of Response to Neoadjuvant Chemotherapy. Ann Surg Oncol 2019;26:366-371.",https://www.ncbi.nlm.nih.gov/pubmed/30542840,Their findings suggest high Recurrence Scores are associated with a higher likelihood of pCR after preoperative chemotherapy.
260,16598749,,2006,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Cataliotti L, Buzdar AU, Noguchi S, et al. Comparison of anastrozole versus tamoxifen as preoperative therapy in postmenopausal women with hormone receptor-positive breast cancer: the Pre-Operative ""Arimidex"" Compared to Tamoxifen (PROACT) trial. Cancer 2006;106:2095-2103.",http://www.ncbi.nlm.nih.gov/pubmed/16598749,
261,15998903,,2005,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Smith IE, Dowsett M, Ebbs SR, et al. Neoadjuvant treatment of postmenopausal breast cancer with anastrozole, tamoxifen, or both in combination: the Immediate Preoperative Anastrozole, Tamoxifen, or Combined with Tamoxifen (IMPACT) multicenter double-blind randomized trial. J Clin Oncol 2005;23:5108-5116.",http://www.ncbi.nlm.nih.gov/pubmed/15998903,
262,11822750,,2001,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Eiermann W, Paepke S, Appfelstaedt J, et al. Preoperative treatment of postmenopausal breast cancer patients with letrozole: A randomized double-blind multicenter study. Ann Oncol 2001;12:1527- 1532.",http://www.ncbi.nlm.nih.gov/pubmed/11822750,
263,17912634,,2007,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Ellis MJ, Ma C. Letrozole in the neoadjuvant setting: the P024 trial. Breast Cancer Res Treat 2007;105 Suppl 1:33-43.",http://www.ncbi.nlm.nih.gov/pubmed/17912634,
264,21555689,,2011,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Ellis MJ, Suman VJ, Hoog J, et al. Randomized phase II neoadjuvant comparison between letrozole, anastrozole, and exemestane for postmenopausal women with estrogen receptor-rich stage 2 to 3 breast cancer: clinical and biomarker outcomes and predictive value of the baseline PAM50-based intrinsic subtype-- ACOSOG Z1031. J Clin Oncol 2011;29:2342-2349.",http://www.ncbi.nlm.nih.gov/pubmed/21555689,
265,22265697,,2012,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Masuda N, Sagara Y, Kinoshita T, et al. Neoadjuvant anastrozole versus tamoxifen in patients receiving goserelin for premenopausal breast cancer (STAGE): a double-blind, randomised phase 3 trial. Lancet Oncol 2012;13:345-352.",http://www.ncbi.nlm.nih.gov/pubmed/22265697,
266,21221766,,2011,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Torrisi R, Bagnardi V, Rotmensz N, et al. Letrozole plus GnRH analogue as preoperative and adjuvant therapy in premenopausal women with ER positive locally advanced breast cancer. Breast Cancer Res Treat 2011;126:431-441.",http://www.ncbi.nlm.nih.gov/pubmed/21221766,
267,24970786,,2014,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Fontein DB, Charehbili A, Nortier JW, et al. Efficacy of six month neoadjuvant endocrine therapy in postmenopausal, hormone receptor- positive breast cancer patients--a phase II trial. Eur J Cancer 2014;50:2190-2200.",http://www.ncbi.nlm.nih.gov/pubmed/24970786,
268,36653664,,2023,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Preoperative therapy options:,1,158,"Hunt KK, Suman VJ, Wingate HF, et al. Local-regional recurrence after neoadjuvant endocrine therapy: Data from ACOSOG Z1031 (Alliance), a randomized phase 2 neoadjuvant comparison between letrozole, anastrozole, and exemestane for postmenopausal women with estrogen receptor-positive clinical stage 2 or 3 breast cancer. Ann Surg Oncol 2023;30:2111-2118.",https://www.ncbi.nlm.nih.gov/pubmed/36653664,The results of the ACOSOG Z1031 trial show that preoperative endocrine therapy is effective in reducing residual disease and enabling BCS for many patients with low rates of local-regional recurrence post-surgery.
269,21218604,,2011,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,HER2-Targeted Therapy:,1,158,"Petrelli F, Borgonovo K, Cabiddu M, et al. Neoadjuvant chemotherapy and concomitant trastuzumab in breast cancer: a pooled analysis of two randomized trials. Anticancer Drugs 2011;22:128-135.",http://www.ncbi.nlm.nih.gov/pubmed/21218604,"HER2-Targeted Therapy:For patients with HER2-positive breast cancer, that are candidates for preoperative systemic therapy, chemotherapy and trastuzumab-based therapy is recommended."
270,23704196,,2013,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,HER2-Targeted Therapy:,1,159,"Schneeweiss A, Chia S, Hickish T, et al. Pertuzumab plus trastuzumab in combination with standard neoadjuvant anthracycline- containing and anthracycline-free chemotherapy regimens in patients with HER2-positive early breast cancer: a randomized phase II cardiac safety study (TRYPHAENA). Ann Oncol 2013;24:2278-2284.",http://www.ncbi.nlm.nih.gov/pubmed/23704196,"In the TRYPHAENA trial, preoperative therapy with pertuzumab and trastuzumab given along with anthracycline-containing or anthracycline-free standard chemotherapy regimens to patients with operable, locally advanced, or inflammatory HER2-positive breast cancer showed pCR rates in all treatment arms "
271,,,2015,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,HER2-Targeted Therapy:,1,159,"Gianni L, Pienkowski T, Im Y-H, et al. Five-year analysis of the phase II NeoSphere trial evaluating four cycles of neoadjuvant docetaxel (D) and/or trastuzumab (T) and/or pertuzumab (P). ASCO Meeting Abstracts 2015;33:505.",http://meeting.ascopubs.org/cgi/content/abstract/33/15_suppl/505,"In the Neosphere trial, the addition of pertuzumab to trastuzumab and docetaxel preoperatively led to a statistically significant increase in pCR in the breast which in turn led to improves outcomes in those with node- positive disease."
272,27179402,,2016,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,HER2-Targeted Therapy:,2,"159,177","Gianni L, Pienkowski T, Im YH, et al. 5-year analysis of neoadjuvant pertuzumab and trastuzumab in patients with locally advanced, inflammatory, or early-stage HER2-positive breast cancer (NeoSphere): a multicentre, open-label, phase 2 randomised trial. Lancet Oncol 2016;17:791-800.",https://www.ncbi.nlm.nih.gov/pubmed/27179402,"In the Neosphere trial, the addition of pertuzumab to trastuzumab and docetaxel preoperatively led to a statistically significant increase in pCR in the breast which in turn led to improves outcomes in those with node- positive disease."
273,35139274,,2022,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Immunotherapy:,2,159,"Schmid P, Cortes J, Dent R, et al. Event-free survival with pembrolizumab in early triple-negative breast cancer. N Engl J Med 2022;386:556-567.",https://www.ncbi.nlm.nih.gov/pubmed/35139274,"multicenter, double-blind, placebo-controlled trial (KEYNOTE-522) compared preoperative carboplatin and paclitaxel followed by doxorubicin or epirubicin and cyclophosphamide in combination with either pembrolizumab (n=784) or placebo (n=390), followed by pembrolizumab or placebo administered every 3"
274,,10.1016/j,2023,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Selection of Patients for Preoperative Therapy,Immunotherapy:,3,"159,173","Schmid P, Cortés J, Dent RA, et al. Pembrolizumab or placebo plus chemotherapy followed by pembrolizumab or placebo for early-stage TNBC: Updated EFS results from the phase III KEYNOTE-522 study (abstract). Annals of Oncology 2023;34:S1257.",https://doi.org/10.1016/j.annonc.2023.10.008,"The 5-year follow-up of KEYNOTE-522 trial results showed an improvement in EFS rate in patients treated with chemotherapy plus pembrolizumab compared with the placebo arm (81.3% vs. 72.3%), with reduction in risk for recurrence, progression, complications, or death of 37% (HR, 0.63; 95% CI, 0.49-0.8"
275,34902335,,2022,"systemic therapy, early stage",Systemic Therapies (Preoperative and Adjuvant) > Preoperative Systemic Therapy > Response Assessment During Preoperative Chemotherapy,Immunotherapy:,2,159,"Yau C, Osdoit M, van der Noordaa M, et al. Residual cancer burden after neoadjuvant chemotherapy and long-term survival outcomes in breast cancer: a multicentre pooled analysis of 5161 patients. Lancet Oncol 2022;23:149-160.",https://www.ncbi.nlm.nih.gov/pubmed/34902335,"In a multicenter analysis of patients (n=5161), the residual cancer burden (RCB) after preoperative chemotherapy was seen to be prognostic within each breast cancer subtype."
276,19755043,,2009,"systemic therapy, early stage","Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Systemic therapy for HR-positive, HER2-negative tumors",,2,"160,178","Allred DC, Carlson RW, Berry DA, et al. NCCN Task Force Report: Estrogen receptor and progesterone receptor testing in breast cancer by immunohistochemistry. J Natl Compr Canc Netw 2009;7 Suppl 6:S1- S21; quiz S22-23.",http://www.ncbi.nlm.nih.gov/pubmed/19755043,The NCCN Guidelines call for the determination of ER and PR content in all primary invasive breast cancers
277,9605801,,1998,"systemic therapy, early stage","Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Systemic therapy for HR-positive, HER2-negative tumors",,1,160,Tamoxifen for early breast cancer: an overview of the randomised trials. Early Breast Cancer Trialists' Collaborative Group. Lancet 1998;351:1451-1467.,http://www.ncbi.nlm.nih.gov/pubmed/9605801,"Patients with invasive breast cancers that are HR- positive should be considered for adjuvant endocrine therapy regardless of patient age, lymph node status, or whether adjuvant chemotherapy is to be administered."
278,15355892,,2004,"systemic therapy, early stage","Systemic Therapies (Preoperative and Adjuvant) > Adjuvant Systemic Therapy > Adjuvant Systemic therapy for HR-positive, HER2-negative tumors",,1,160,"Arpino G, Green SJ, Allred DC, et al. HER-2 amplification, HER-1 expression, and tamoxifen response in estrogen receptor-positive metastatic breast cancer: a southwest oncology group study. Clin Cancer Res 2004;10:5670-5676.",http://www.ncbi.nlm.nih.gov/pubmed/15355892,
